Année,Diplôme,situation,Genre,Disciplines,Code du domaine,Domaine ciblé,Domaine,Code de la discipline,Discipline,Code du secteur disciplinaire,Secteur disciplinaire,Taux d’insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,% emplois extérieurs à la région de l’université,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des diplômés boursiers dans la discipline,Taux de chômage national
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,83,85,61,42,53,89,1800,29600,1550,2100,34,7.2
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,83,77,52,38,45,77,1600,25000,1390,1850,35,8.6
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,87,85,58,41,54,92,1880,29400,1650,2310,36,6.9
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,79,72,36,42,43,87,1600,26500,1400,1950,41,7.2
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,79,74,35,39,41,87,1480,23100,1300,1800,44,8.5
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,81,71,37,38,48,85,1560,24300,1350,1900,41,7.8
2016-01-01,MASTER LMD,30 mois après le diplôme,hommes,Sciences humaines et sociales>Histoire-géographie>Géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_02,Géographie,87,93,65,44,67,97,1880,29300,1600,2300,35,8.5
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_02,Géographie,86,88,60,45,61,95,1790,27900,1530,2170,35,8.5
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Psychologie>Psychologie,SHS,0,Sciences humaines et sociales,disc09,Psychologie,disc09,Psychologie,85,88,76,36,45,55,1520,23700,1400,1800,31,9.9
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Psychologie>Psychologie,SHS,0,Sciences humaines et sociales,disc09,Psychologie,disc09,Psychologie,90,95,88,34,53,64,1680,26200,1500,1950,38,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,Sciences humaines et sociales>Psychologie>Psychologie,SHS,0,Sciences humaines et sociales,disc09,Psychologie,disc09,Psychologie,94,97,90,37,63,74,1800,28100,1600,2100,43,7.8
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,Sciences humaines et sociales>Psychologie>Psychologie,SHS,0,Sciences humaines et sociales,disc09,Psychologie,disc09,Psychologie,90,93,87,30,65,74,1800,28100,1580,2080,39,8.6
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Psychologie>Psychologie,SHS,0,Sciences humaines et sociales,disc09,Psychologie,disc09,Psychologie,89,88,79,39,45,61,1600,25000,1450,1830,38,8.5
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes,Sciences humaines et sociales>Information communication>Sciences de l'information et la communication,SHS,0,Sciences humaines et sociales,disc10,Information communication,disc10,Sciences de l'information et la communication,91,84,52,36,65,93,1800,28100,1500,2110,36,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Information communication>Sciences de l'information et la communication,SHS,0,Sciences humaines et sociales,disc10,Information communication,disc10,Sciences de l'information et la communication,88,82,55,42,54,91,1730,30000,1460,2050,36,6.9
2015-01-01,MASTER LMD,30 mois après le diplôme,hommes,Sciences humaines et sociales>Information communication>Sciences de l'information et la communication,SHS,0,Sciences humaines et sociales,disc10,Information communication,disc10,Sciences de l'information et la communication,90,89,66,50,70,94,2000,31200,1630,2310,28,8.6
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Information communication>Sciences de l'information et la communication,SHS,0,Sciences humaines et sociales,disc10,Information communication,disc10,Sciences de l'information et la communication,89,83,58,44,67,91,1800,28100,1500,2200,29,9.7
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,Sciences humaines et sociales>Information communication>Sciences de l'information et la communication,SHS,0,Sciences humaines et sociales,disc10,Information communication,disc10,Sciences de l'information et la communication,88,87,54,41,65,94,1800,28100,1500,2100,32,8.5
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11,Autres sciences humaines et sociales,86,84,51,42,62,91,1800,28100,1500,2150,36,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,hommes,Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11,Autres sciences humaines et sociales,91,91,63,41,62,95,1950,30400,1650,2280,32,7.2
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Autres sciences humaines et sociales>Autres sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11,Autres sciences humaines et sociales,84,81,48,40,48,89,1680,28100,1450,1950,37,7.2
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,Sciences humaines et sociales>Autres sciences humaines et sociales>Aménagement,SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_01,Aménagement,93,92,68,47,73,97,2000,31200,1700,2300,30,7.8
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_02,"Archéologie, ethnologie, préhistoire",77,59,28,50,32,71,1370,21300,ns,ns,47,8.5
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Archéologie, ethnologie, préhistoire",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_02,"Archéologie, ethnologie, préhistoire",79,87,24,55,20,82,1450,22600,ns,ns,48,7.8
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_03,"Philosophie, épistémologie",73,71,46,23,65,74,ns,ns,ns,ns,33,7.8
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_03,"Philosophie, épistémologie",87,83,63,ns,50,65,ns,ns,ns,ns,47,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_03,"Philosophie, épistémologie",84,86,70,35,71,85,2000,31200,ns,ns,29,7.2
2018-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Philosophie, épistémologie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_03,"Philosophie, épistémologie",85,ns,ns,ns,ns,ns,ns,ns,ns,ns,47,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Autres sciences humaines et sociales>Sciences de l'éducation,SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_04,Sciences de l'éducation,95,84,42,28,58,91,1740,27200,1500,2040,36,7.2
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_06,"Sociologie, démographie",86,72,43,35,36,85,1600,25000,1340,1950,28,9.3
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_06,"Sociologie, démographie",82,74,41,34,34,84,1550,24200,1330,1900,39,8.5
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_06,"Sociologie, démographie",85,78,48,34,52,86,1660,25800,1450,1980,35,8.6
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_06,"Sociologie, démographie",88,82,49,29,58,87,1700,26500,1490,2020,34,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_06,"Sociologie, démographie",74,84,63,28,62,92,1950,30400,1600,2300,39,7.8
2012-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_06,"Sociologie, démographie",85,78,45,28,51,89,1610,25100,1400,2000,32,10.1
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences humaines et sociales>Autres sciences humaines et sociales>Sociologie, démographie",SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_06,"Sociologie, démographie",84,79,43,33,55,86,1600,25000,1350,1860,29,9.7
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_07,Pluridisciplinaire sciences humaines et sociales,84,81,50,38,58,88,1800,28100,1450,2170,34,7.8
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Autres sciences humaines et sociales>Pluridisciplinaire sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc11,Autres sciences humaines et sociales,disc11_07,Pluridisciplinaire sciences humaines et sociales,84,76,42,39,43,88,1600,25000,1400,1880,44,7.8
2015-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_04,Mathématiques,90,99,92,53,88,97,2400,37400,1900,2900,35,8.6
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_05,Mathématiques appliquées et sciences sociales,98,100,89,52,86,100,2180,34000,1900,2320,33,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_05,Mathématiques appliquées et sciences sociales,97,95,90,63,84,100,2320,36200,ns,ns,31,9.3
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_05,Mathématiques appliquées et sciences sociales,98,100,100,42,86,100,2360,36800,ns,ns,29,6.9
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_05,Mathématiques appliquées et sciences sociales,89,91,82,35,77,89,2250,37100,ns,ns,22,7.2
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_05,Mathématiques appliquées et sciences sociales,95,92,72,59,80,100,2040,31800,ns,ns,30,8.5
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_05,Mathématiques appliquées et sciences sociales,99,91,78,56,89,99,2300,35900,1950,2670,28,8.5
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences fondamentales>Mathématiques appliquées et sciences sociales",STS,1,"Sciences, technologies et santé",disc14,Sciences fondamentales,disc14_05,Mathématiques appliquées et sciences sociales,94,100,95,48,84,100,2420,37700,ns,ns,30,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15,Sciences de l'ingénieur,91,99,86,44,91,99,2240,35000,2000,2560,28,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15,Sciences de l'ingénieur,93,98,83,51,88,99,2130,33200,1870,2450,30,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15,Sciences de l'ingénieur,87,96,79,51,72,98,2000,31200,1750,2250,30,9.3
2020-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15,Sciences de l'ingénieur,88,97,82,42,82,98,2180,37000,1960,2500,27,6.9
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15,Sciences de l'ingénieur,96,97,83,41,92,98,2350,36700,2080,2710,27,6.9
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15,Sciences de l'ingénieur,95,97,83,47,88,99,2150,33500,1900,2480,28,8.6
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15_01,"Électronique, génie électrique",95,100,92,48,93,98,2140,33400,1880,2500,33,9.3
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15_01,"Électronique, génie électrique",89,95,86,47,72,99,2000,31200,1800,2250,39,9.9
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15_01,"Électronique, génie électrique",92,96,87,48,82,98,2000,31200,1750,2240,33,9.3
2020-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15_01,"Électronique, génie électrique",85,98,86,36,84,98,2180,37000,2000,2420,29,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Électronique, génie électrique",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15_01,"Électronique, génie électrique",94,98,91,37,88,99,2030,31700,1840,2310,34,8.5
2018-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15_02,Génie civil,97,100,83,48,96,100,2240,35000,2020,2570,32,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15_02,Génie civil,94,96,80,58,90,99,2120,33000,1850,2450,42,9.3
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15_02,Génie civil,96,97,84,47,89,100,2160,34500,1950,2400,36,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil",STS,1,"Sciences, technologies et santé",disc15,Sciences de l'ingénieur,disc15_02,Génie civil,100,100,79,56,93,96,2220,35100,ns,ns,41,6.9
