Année,Diplôme,situation,Genre,Disciplines,Code du domaine,Domaine ciblé,Domaine,Code de la discipline,Discipline,Code du secteur disciplinaire,Secteur disciplinaire,Taux d’insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,% emplois extérieurs à la région de l’université,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des diplômés boursiers dans la discipline,Taux de chômage national
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,92,87,63,47,82,97,2280,35600,1850,2800,28,7.8
2016-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Économie>Sciences économiques",DEG,0,"Droit, économie et gestion",disc03,Économie,disc03,Sciences économiques,92,91,71,43,80,98,2300,35900,1900,2880,30,8.5
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,93,84,58,40,83,98,2040,31900,1700,2430,21,9.9
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,89,85,60,41,76,98,2000,31200,1670,2340,21,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,92,81,51,39,80,97,1950,30400,1630,2300,22,9.9
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,95,92,67,42,87,99,2270,35400,1920,2680,20,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,96,93,75,44,91,99,2500,39000,2100,2960,18,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,92,89,70,44,79,99,2100,32800,1800,2480,20,8.5
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,94,91,64,41,86,98,2130,33300,1800,2500,22,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,92,91,67,42,87,98,2230,34700,1900,2630,21,7.8
2012-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,89,79,50,44,68,98,1880,29300,1570,2200,22,10.1
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,94,92,69,42,87,99,2220,34600,1890,2640,22,7.8
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Gestion>Sciences de gestion",DEG,0,"Droit, économie et gestion",disc04,Gestion,disc04,Sciences de gestion,91,79,48,43,70,98,1840,28600,1530,2170,21,8.6
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05,"Autres formations juridiques, économiques et de gestion",83,78,51,33,55,93,1800,28100,1450,2180,29,9.9
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05,"Autres formations juridiques, économiques et de gestion",88,88,59,44,70,95,2000,31200,1730,2380,34,7.8
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05,"Autres formations juridiques, économiques et de gestion",86,85,54,44,61,96,1910,29700,1610,2270,34,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05,"Autres formations juridiques, économiques et de gestion",92,91,72,40,61,97,2200,34300,1830,2670,35,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05,"Autres formations juridiques, économiques et de gestion",89,84,61,37,51,93,1970,34300,1680,2300,32,6.9
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05,"Autres formations juridiques, économiques et de gestion",81,88,68,40,56,95,2000,34300,1600,2450,35,7.2
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,91,83,47,39,59,98,1700,26500,1430,2100,28,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,81,75,42,36,49,90,1720,26800,1400,2080,38,9.9
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,84,76,43,40,53,94,1780,27800,1430,2060,34,9.3
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,94,88,64,42,71,97,2130,33200,1800,2500,26,9.3
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,86,88,65,46,51,98,1860,29000,ns,ns,23,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,87,ns,ns,ns,ns,ns,ns,ns,ns,ns,53,7.2
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,85,85,57,42,60,95,1920,29900,1600,2280,26,9.3
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,92,93,63,30,71,97,2000,32800,1730,2300,31,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,94,78,50,33,56,96,1850,34600,ns,ns,38,6.9
2012-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,84,79,48,52,67,94,1780,27800,1500,2170,36,10.1
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,93,83,48,41,71,96,1850,28900,1550,2250,32,8.5
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,91,83,51,45,73,96,1900,29600,1630,2200,28,7.8
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,95,95,64,48,73,96,2150,33500,1920,2550,24,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_02,"Pluridisciplinaire droit, sciences politiques",78,85,60,58,35,98,1710,26700,ns,ns,18,9.9
2014-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_02,"Pluridisciplinaire droit, sciences politiques",89,76,49,60,61,95,1550,24200,ns,ns,39,9.3
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_02,"Pluridisciplinaire droit, sciences politiques",95,88,67,69,48,98,1820,28300,ns,ns,29,9.7
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_02,"Pluridisciplinaire droit, sciences politiques",91,86,47,57,56,100,1800,28100,ns,ns,35,8.6
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_02,"Pluridisciplinaire droit, sciences politiques",87,87,55,57,47,94,ns,ns,ns,ns,35,8.6
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",89,84,60,13,65,96,2050,32000,1800,2280,43,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",89,90,65,13,82,99,2100,32800,ns,ns,46,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",91,85,65,15,78,95,2250,35100,1990,2600,49,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",89,68,47,7,64,98,1900,29600,1690,2200,39,8.5
2020-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",90,83,53,13,65,97,2050,38000,ns,ns,35,6.9
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",86,65,34,15,60,90,2000,35100,1710,2200,49,6.9
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",90,92,82,16,90,100,2500,39000,ns,ns,28,7.8
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences économiques et de gestion, AES",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_03,"Pluridisciplinaire droit, sciences économiques et de gestion, AES",92,75,50,7,79,99,2100,32800,1840,2440,39,8.5
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,93,89,65,23,69,99,2100,32800,1630,2500,20,9.9
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,93,82,58,20,69,99,2000,31200,1610,2380,19,9.9
2017-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,96,92,66,47,86,98,2200,34300,1800,2550,23,7.8
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,93,90,60,61,78,97,2420,37700,1850,2930,37,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,93,93,56,41,81,99,2150,33500,1800,2560,39,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,98,98,66,48,62,100,2000,31100,ns,ns,40,7.2
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,93,80,55,23,71,97,1930,30200,1600,2250,18,9.3
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,85,93,66,49,62,99,1850,31200,ns,ns,36,7.2
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,83,85,63,45,59,96,2000,33800,1630,2600,29,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,90,87,53,26,78,98,1950,30400,1570,2340,23,8.5
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,97,90,54,26,90,99,2050,32000,1730,2510,23,8.5
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,96,95,72,47,88,99,2410,37600,2000,2920,23,7.8
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire sciences économiques et gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_04,Pluridisciplinaire sciences économiques et gestion,94,78,51,34,79,97,1930,30000,1600,2330,25,8.6
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",79,71,44,43,56,82,1650,25700,1320,1920,36,9.9
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",83,69,43,43,55,81,1590,24900,1300,1800,36,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",87,74,46,44,66,84,1680,26200,1400,1970,36,9.9
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",84,74,42,48,54,84,1600,25000,1350,1920,43,7.8
2014-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",84,73,50,40,62,86,1650,25700,1370,2000,41,9.3
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",89,79,49,47,66,88,1750,27300,1470,2150,44,7.2
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",79,75,50,45,59,82,1750,28100,1360,2100,40,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",89,79,49,45,72,88,1810,28200,1550,2240,44,6.9
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",88,83,60,43,73,91,1920,30000,1620,2400,41,6.9
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",87,69,40,48,61,84,1600,25000,1370,2000,40,8.6
2016-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",84,79,50,48,67,85,1750,27300,1450,2200,37,8.5
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",86,77,43,48,67,85,1650,25700,1390,2000,41,8.5
2012-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",86,72,46,46,65,84,1640,25600,1370,1900,34,10.1
2017-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,80,70,41,42,47,75,1500,23400,1250,1800,42,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,86,72,42,40,58,76,1650,25700,1400,2000,41,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,88,75,42,32,70,76,1700,26500,1480,2040,41,6.9
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,85,79,43,42,52,86,1550,24200,1310,1890,42,7.8
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,79,63,36,35,48,72,1380,21600,1200,1640,35,8.6
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",91,83,61,63,34,75,1500,23400,ns,ns,22,9.3
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",86,91,56,55,58,84,1500,23400,ns,ns,25,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",85,86,58,59,60,73,1710,26700,ns,ns,50,6.9
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",96,85,48,48,43,76,1460,22700,ns,ns,30,8.5
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,85,75,55,42,59,89,1600,25000,1300,1800,37,9.3
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,90,81,52,44,71,94,1900,29600,1600,2310,44,6.9
2016-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,87,77,58,46,61,80,1700,26500,ns,ns,37,8.5
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,78,75,52,46,59,83,1600,25000,ns,ns,37,8.5
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,83,72,45,48,61,81,1580,24700,1300,1870,40,8.5
